osmid,oneway,lanes,ref,name,highway,length,geometry,maxspeed
124181617,False,,,Calle Doctor Mora,residential,82.793,"LINESTRING (-99.1462626 19.4351295, -99.14624739999999 19.4352097, -99.1461968 19.4354776, -99.1461193 19.4358617)",
217481079,False,,,Calle Cristóbal Colón,residential,107.272,"LINESTRING (-99.1471347 19.4359792, -99.1461193 19.4358617)",
24836297,True,,,Calle Revillagigedo,residential,164.798,"LINESTRING (-99.1457583 19.4350501, -99.1457784 19.4349534, -99.1457934 19.4348737, -99.1458647 19.4345367, -99.14606259999999 19.4335961)",
616921713,True,3,,Avenida Juárez,secondary,107.372,"LINESTRING (-99.1457583 19.4350501, -99.1451581 19.434947, -99.14490619999999 19.4349037, -99.14475090000001 19.4348771)",
618028624,True,4,EJE CENTRAL,Avenida Lázaro Cárdenas,primary,63.67700000000001,"LINESTRING (-99.1408512 19.4342374, -99.14079099999999 19.4346491, -99.1407792 19.4347298, -99.1407683 19.4348047)",
866741064,True,1,,,trunk_link,26.066,"LINESTRING (-99.1474292 19.4271907, -99.1475334 19.4272652, -99.1476273 19.4273323)",
24836316,True,,,Calle Buen Tono,residential,161.148,"LINESTRING (-99.1434465 19.4295949, -99.1436738 19.4281616)",
24836323,True,,,Calle Ernesto Pugibet,residential,60.143,"LINESTRING (-99.1434465 19.4295949, -99.14287760000001 19.4295262)",
618043859,True,2,,Avenida José María Pino Suárez,trunk,42.974,"LINESTRING (-99.1331722 19.4249503, -99.1332254 19.4245671)",
24836323,True,,,Calle Ernesto Pugibet,residential,123.059,"LINESTRING (-99.1468323 19.4299783, -99.1456652 19.4298626)",
618028621,True,,,Calle Revillagigedo,residential,60.137,"LINESTRING (-99.1468323 19.4299783, -99.1469422 19.4294475)",
4780792,True,2,,Calle Venustiano Carranza,residential,213.153,"LINESTRING (-99.1385719 19.4316592, -99.13656400000001 19.4313606)",
24847028,True,2,,Calle Simón Bolívar,tertiary,94.677,"LINESTRING (-99.1385719 19.4316592, -99.13871159999999 19.430818)",
187679421,True,2,,Calle 5 de Mayo,tertiary,114.613,"LINESTRING (-99.1351039 19.4341048, -99.134021 19.4339649)",
24714067,True,,,Calle Palma,residential,225.44699999999997,"LINESTRING (-99.1351039 19.4341048, -99.1351571 19.4337687, -99.1352212 19.4333217, -99.1353972 19.4320963)",
856041980,True,2,,Calle Isabel la Católica,tertiary,134.252,"LINESTRING (-99.13615299999999 19.4342193, -99.13595890000001 19.4354127)",
187679421,True,2,,Calle 5 de Mayo,tertiary,110.743,"LINESTRING (-99.13615299999999 19.4342193, -99.13559619999999 19.4341568, -99.1351039 19.4341048)",
24847028,True,2,,Calle Simón Bolívar,tertiary,224.28500000000003,"LINESTRING (-99.13818910000001 19.4344845, -99.138299 19.4337585, -99.1384633 19.4324842)",
187679421,True,2,,Calle 5 de Mayo,tertiary,215.53300000000002,"LINESTRING (-99.13818910000001 19.4344845, -99.13716909999999 19.4343556, -99.13615299999999 19.4342193)",
187679421,True,2,,Calle 5 de Mayo,tertiary,113.731,"LINESTRING (-99.13926410000001 19.4346203, -99.13818910000001 19.4344845)",
889116248,False,,,Calle Filomeno Mata,residential,140.328,"LINESTRING (-99.13926410000001 19.4346203, -99.1390239 19.4358618)",
616921713,True,3,,Avenida Juárez,secondary,10.030999999999999,"LINESTRING (-99.147347 19.4352311, -99.1472907 19.435226, -99.14725180000001 19.4352223)",
616921714,True,2,,Avenida Balderas,secondary,156.579,"LINESTRING (-99.147347 19.4352311, -99.1473594 19.4351662, -99.1476078 19.4338446)",
618028623,True,2,,Calle Luis Moya,tertiary,83.01,"LINESTRING (-99.14561140000001 19.4301574, -99.14547709999999 19.4308931)",
617718993,False,,,Calle Pescaditos,residential,121.77199999999999,"LINESTRING (-99.14561140000001 19.4301574, -99.146221 19.4302502, -99.1467578 19.430332)",
437627508,True,1,,5 de Febrero,residential,94.67,"LINESTRING (-99.1340939 19.4327658, -99.1342083 19.4321485, -99.134355 19.4319714)",
887431154,True,5,,Plaza de la Constitución,tertiary,133.501,"LINESTRING (-99.1340939 19.4327658, -99.1340467 19.4322317, -99.1340215 19.4321744, -99.13395869999999 19.4321157, -99.133871 19.4320834, -99.1337535 19.4320547, -99.13353720000001 19.4320199, -99.1334232 19.4320016)",
432043007,True,3,,Monte de Piedad,tertiary,110.37199999999999,"LINESTRING (-99.1332606 19.4334153, -99.1333839 19.4334406, -99.1334593 19.4334522, -99.1335347 19.4334638, -99.13364319999999 19.4334807, -99.1337439 19.4335167, -99.133847 19.433625, -99.1338966 19.4337029, -99.1339529 19.4337965, -99.134021 19.4339649)",
"[887431154, 432046500]",True,5,,Plaza de la Constitución,tertiary,93.07600000000001,"LINESTRING (-99.1332606 19.4334153, -99.1333669 19.4333743, -99.1334574 19.4333633, -99.13363409999999 19.4333637, -99.13377699999999 19.4333711, -99.1338392 19.4333543, -99.13393809999999 19.433278, -99.1340433 19.433153)",
24715665,True,2,,Monte de Piedad,tertiary,91.608,"LINESTRING (-99.134021 19.4339649, -99.1340567 19.4335921, -99.1340896 19.4333199, -99.1340833 19.4332328, -99.1340433 19.433153)",
432043003,True,2,,Monte de Piedad,tertiary,130.707,"LINESTRING (-99.134021 19.4339649, -99.1338698 19.4349534, -99.1338739 19.4350515, -99.1338942 19.4351277)",
20457383,True,2,,Avenida José María Pino Suárez,tertiary,19.877,"LINESTRING (-99.1323964 19.4318552, -99.1323285 19.4316883)",
432046500,True,5,,Plaza de la Constitución,tertiary,172.33,"LINESTRING (-99.1323964 19.4318552, -99.1323818 19.431996, -99.1323196 19.4325977, -99.1322535 19.4331385, -99.1322607 19.4331996, -99.13229389999999 19.4332518, -99.13233820000001 19.433281, -99.1324267 19.4333021)",
616921713,True,3,,Avenida Juárez,secondary,27.607,"LINESTRING (-99.14652390000001 19.4351599, -99.1462626 19.4351295)",
24836297,True,,,Calle Revillagigedo,residential,40.098,"LINESTRING (-99.1467578 19.430332, -99.1468323 19.4299783)",
617718993,False,,,Calle Pescaditos,residential,121.77199999999999,"LINESTRING (-99.1467578 19.430332, -99.146221 19.4302502, -99.14561140000001 19.4301574)",
617718993,False,,,Calle Pescaditos,residential,120.43299999999999,"LINESTRING (-99.1467578 19.430332, -99.14745859999999 19.4304582, -99.14750410000001 19.4304549, -99.1475427 19.4304319, -99.14756559999999 19.4303947, -99.1476406 19.4301226)",
887431154,True,5,,Plaza de la Constitución,tertiary,43.38,"LINESTRING (-99.1340433 19.433153, -99.1340939 19.4327658)",
432046500,True,5,,Plaza de la Constitución,tertiary,88.344,"LINESTRING (-99.1324267 19.4333021, -99.1332606 19.4334153)",
24836487,True,2,,Calle Mesones,residential,100.867,"LINESTRING (-99.13395269999999 19.4283481, -99.1349093 19.4284431)",
854280389,True,2,,Calle 20 de Noviembre,tertiary,101.862,"LINESTRING (-99.13395269999999 19.4283481, -99.13382729999999 19.4292565)",
616921713,True,3,,Avenida Juárez,secondary,76.642,"LINESTRING (-99.14725180000001 19.4352223, -99.14652390000001 19.4351599)",
617638503,True,3,,Calle Doctor Agustín Andrade,residential,16.393,"LINESTRING (-99.14479590000001 19.4249441, -99.1447649 19.4250886)",
904253639,True,3,EJE 1 SUR,Avenida Doctor Río de la Loza,trunk,146.641,"LINESTRING (-99.14479590000001 19.4249441, -99.1434113 19.4247595)",
"[866465092, 866465093]",True,2,,Calle Doctor Agustín Andrade,residential,209.739,"LINESTRING (-99.1447649 19.4250886, -99.1446093 19.4258071, -99.14436739999999 19.4269372)",
"[940583787, 940583788, 904255516]",True,3,EJE 1 SUR,Avenida Doctor Río de la Loza,trunk,146.893,"LINESTRING (-99.1447649 19.4250886, -99.14463050000001 19.4250718, -99.1436925 19.4249544, -99.1433763 19.4249148)",
361358029,True,,,Calle José María Marroquí,residential,95.991,"LINESTRING (-99.14324190000001 19.433165, -99.14343909999999 19.432322)",
361358030,True,,,Calle Independencia,residential,190.317,"LINESTRING (-99.14324190000001 19.433165, -99.1434582 19.4331984, -99.14364519999999 19.433227, -99.1450323 19.4334456)",
24847033,True,,,Calle Nezahualcóyotl,residential,54.761,"LINESTRING (-99.13813210000001 19.4253913, -99.1386516 19.4254413)",
654836802,False,,,Callejón Nezahualcóyotl,residential,80.86,"LINESTRING (-99.13813210000001 19.4253913, -99.1381688 19.4247095, -99.1381664 19.4246861, -99.1381544 19.4246684)",
24847206,True,,,Calle Nezahualcóyotl,residential,68.03,"LINESTRING (-99.1338171 19.4250167, -99.1331722 19.4249503)",
654836794,False,,,Calle Plaza Flamingos,residential,41.505,"LINESTRING (-99.1338171 19.4250167, -99.1338566 19.4246453)",
24847220,False,,,Callejón Flamencos,residential,66.76,"LINESTRING (-99.1338566 19.4246453, -99.1332254 19.4245671)",
654836794,False,,,Calle Plaza Flamingos,residential,41.505,"LINESTRING (-99.1338566 19.4246453, -99.1338171 19.4250167)",
24847220,False,,,Callejón Flamencos,residential,64.846,"LINESTRING (-99.1338566 19.4246453, -99.1344306 19.4247178, -99.13446949999999 19.4247227)",
654836802,False,,,Callejón Nezahualcóyotl,residential,80.86,"LINESTRING (-99.1381544 19.4246684, -99.1381664 19.4246861, -99.1381688 19.4247095, -99.13813210000001 19.4253913)",
24836487,True,2,,Calle Mesones,residential,99.923,"LINESTRING (-99.1317761 19.4281499, -99.132723 19.4282505)",
656303719,False,,,Calle Pasaje Mesones-Salvador,residential,89.924,"LINESTRING (-99.1317761 19.4281499, -99.1316771 19.4289532)",
24836487,True,2,,Calle Mesones,residential,70.544,"LINESTRING (-99.13110760000001 19.4280789, -99.1317761 19.4281499)",
656303718,False,,,Callejón Segundo Mesones,residential,50.948,"LINESTRING (-99.13110760000001 19.4280789, -99.13116909999999 19.4276244)",
656303719,False,,,Calle Pasaje Mesones-Salvador,residential,89.924,"LINESTRING (-99.1316771 19.4289532, -99.1317761 19.4281499)",
846008894,True,2,,Calle República de El Salvador,residential,118.862,"LINESTRING (-99.1316771 19.4289532, -99.1305547 19.428804)",
656303718,False,,,Callejón Segundo Mesones,residential,50.948,"LINESTRING (-99.13116909999999 19.4276244, -99.13110760000001 19.4280789)",
656312988,False,,,Calle General Gabriel Hernández,residential,54.194,"LINESTRING (-99.1471695 19.4266901, -99.147136 19.4270477, -99.14712419999999 19.4271756)",
"[618028608, 24703741]",True,3,EJE 1A SUR,Avenida Arcos de Belén,trunk,32.028,"LINESTRING (-99.14712419999999 19.4271756, -99.1473249 19.4271855, -99.1474292 19.4271907)",
656312988,False,,,Calle General Gabriel Hernández,residential,54.194,"LINESTRING (-99.14712419999999 19.4271756, -99.147136 19.4270477, -99.1471695 19.4266901)",
859448270,True,2,,Avenida Balderas,secondary,102.456,"LINESTRING (-99.1476078 19.4338446, -99.14768669999999 19.4334404, -99.14778459999999 19.4329384)",
688753795,True,3,EJE 1A SUR,Avenida San Pablo,trunk,115.182,"LINESTRING (-99.12979850000001 19.4262488, -99.1298616 19.4262565, -99.1299403 19.4262661, -99.1300399 19.4262749, -99.130123 19.4262746, -99.1302117 19.4262656, -99.1303245 19.4262522, -99.13043159999999 19.4262254, -99.1305132 19.4261921, -99.1305577 19.4261727, -99.13084019999999 19.4260297)",
856041977,True,1,,Calle Isabel la Católica,tertiary,6.6080000000000005,"LINESTRING (-99.136421 19.4322758, -99.13644240000001 19.4322423, -99.13644549999999 19.4322222)",
856041980,True,2,,Calle Isabel la Católica,tertiary,217.981,"LINESTRING (-99.136421 19.4322758, -99.13623440000001 19.4334651, -99.13615299999999 19.4342193)",
856041978,True,1,,Calle Isabel la Católica,tertiary,7.336,"LINESTRING (-99.1364421 19.4321585, -99.13642230000001 19.4321866, -99.1364167 19.4322184)",
856041978,True,1,,Calle Isabel la Católica,tertiary,6.489000000000001,"LINESTRING (-99.1364167 19.4322184, -99.1364133 19.4322391, -99.136421 19.4322758)",
688753795,True,3,EJE 1A SUR,Avenida San Pablo,trunk,58.672,"LINESTRING (-99.12924289999999 19.4261866, -99.12979850000001 19.4262488)",
856535817,True,1,,,trunk_link,22.864,"LINESTRING (-99.12905019999999 19.4260904, -99.12924289999999 19.4261866)",
854269187,True,3,EJE 1A SUR,Avenida San Pablo,trunk,191.61900000000003,"LINESTRING (-99.12905019999999 19.4260904, -99.1299363 19.4261908, -99.1300171 19.4261985, -99.13011520000001 19.4262021, -99.1302019 19.4261959, -99.1302972 19.4261805, -99.1303944 19.4261535, -99.1304621 19.4261276, -99.1305251 19.4260985, -99.1308124 19.4259507)",60
438721545,True,1,,Calle 5 de Febrero,residential,51.416,"LINESTRING (-99.1350743 19.4272918, -99.135149 19.4268348)",
887480062,False,,,,residential,93.35499999999999,"LINESTRING (-99.1350743 19.4272918, -99.13514120000001 19.4273003, -99.1359566 19.4274037)",
887480062,False,,,,residential,93.35499999999999,"LINESTRING (-99.1359566 19.4274037, -99.13514120000001 19.4273003, -99.1350743 19.4272918)",
770937766,True,2,,Calle 20 de Noviembre,tertiary,12.947,"LINESTRING (-99.1334432 19.4318867, -99.1334232 19.4320016)",
897978426,False,,,,residential,52.905,"LINESTRING (-99.1465319 19.4278869, -99.14603990000001 19.4277816)",
618028623,True,2,,Calle Luis Moya,tertiary,81.671,"LINESTRING (-99.14603990000001 19.4277816, -99.14590939999999 19.4285057)",
897978426,False,,,,residential,52.905,"LINESTRING (-99.14603990000001 19.4277816, -99.1465319 19.4278869)",
